Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,MLBAMID,playerids,PlayerId
PHI,Phillies,4,4,0,67,2,16,,67,283,60,31,28,8,62,25,,3,3.80104,1.27885,8.34689,3.35246,2.48978,1.01169,0.218771,0.0878675,0.13090341538190842,,0.237492,0.28595,0.73099,4.01041,355.4,5.304477611940298,345,5.149253731343284,0.420387,0.613644,0,745.9099731445312,26,NL,Brad Keller,641745,15734,15734
LAD,Dodgers,4,4,5,41,0,1,,65,275,62,34,31,9,59,22,,2,4.29145,1.28797,8.17658,2.99468,2.73037,1.20115,0.21459,0.0785939,0.13599655032157898,,0.247133,0.29107,0.698993,4.15851,259.1,3.9861538461538464,258,3.9692307692307693,0.42037,0.281629,2,650.3499755859375,22,NL,Justin Wrobleski,680736,31204,31204
COL,Rockies,3,4,0,63,20,5,,63,278,62,33,31,7,61,31,,2,4.37422,1.47582,8.67992,4.39027,1.97708,0.950055,0.218238,0.110384,0.10785429179668427,,0.253462,0.312032,0.713486,4.14189,361.90000000000003,5.744444444444445,367,5.825396825396825,0.413865,0.689871,0,496.760009765625,19,NL,Victor Vodnik,680767,24614,24614
COL,Rockies,3,3,0,65,4,13,,65,284,62,36,33,8,66,29,,5,4.54598,1.40753,9.17977,4.079,2.25049,1.09032,0.232769,0.10343,0.1293385699391365,,0.247494,0.306901,0.693497,4.2483,323.40000000000003,4.975384615384616,323,4.969230769230769,0.403397,0.343219,0,748.510009765625,19,NL,Juan Mejia,675848,23237,23237
LAD,Dodgers,3,3,5,30,0,1,,53,226,48,27,24,7,54,23,,2,4.18906,1.34558,9.17065,3.87814,2.3647,1.16876,0.237388,0.100388,0.1370001956820488,,0.239152,0.293296,0.721494,4.18853,218.3,4.118867924528302,211,3.981132075471698,0.392776,0.28771,2,999.0,22,NL,Kyle Hurt,669165,27514,27514
PHI,Phillies,6,8,16,49,0,1,,121,529,128,74,68,20,84,45,,5,5.06649,1.42985,6.28999,3.33306,1.88715,1.45465,0.159533,0.0845362,0.07499638944864273,,0.266911,0.288801,0.679606,5.07256,338.6000000000001,2.7983471074380173,367,3.0330578512396693,0.386153,0.173695,5,748.25,26,NL,Taijuan Walker,592836,11836,11836
MIN,Twins,3,4,5,38,0,1,,60,258,58,30,28,7,56,23,,3,4.17338,1.36228,8.38295,3.50591,2.39109,1.04564,0.215607,0.090171,0.12543585896492004,,0.250528,0.302122,0.71543,4.09467,245.09999999999997,4.084999999999999,247,4.116666666666666,0.381096,0.287191,2,999.0,8,AL,Connor Prielipp,687570,sa3020808,sa3020808
DET,Tigers,4,4,0,71,1,14,,71,288,64,31,28,9,59,17,,2,3.60194,1.13967,7.53039,2.16019,3.48599,1.1458,0.205053,0.0588221,0.14623093605041504,,0.236151,0.271413,0.73292,3.92917,370.30000000000007,5.21549295774648,360,5.070422535211268,0.376402,0.586871,0,999.0,6,AL,Tyler Holton,663947,26231,26231
LAA,Angels,3,5,13,13,0,0,,71,311,72,42,39,11,55,29,,3,4.86271,1.41352,6.98339,3.612,1.93339,1.44536,0.177915,0.0920224,0.08589254319667816,,0.258067,0.285227,0.695084,4.98821,216.89999999999998,3.0549295774647884,226,3.183098591549296,0.375862,0.232151,6,999.0,1,AL,Tyler Anderson,542881,12880,12880
NYM,Mets,4,4,3,60,0,11,,78,329,76,38,35,10,67,23,,3,4.00256,1.27122,7.71661,2.63779,2.92541,1.19338,0.203158,0.0694461,0.1337118297815323,,0.251569,0.291752,0.725712,4.1408,356.6,4.571794871794872,360,4.615384615384615,0.3718,0.347081,1,999.0,25,NL,Tobias Myers,668964,22191,22191
BOS,Red Sox,2,2,5,13,0,1,,34,143,31,17,16,5,34,12,,1,4.16444,1.25645,9.05535,3.05504,2.96407,1.31056,0.239607,0.080837,0.15876972675323486,,0.239613,0.288342,0.715854,4.13238,142.50000000000003,4.191176470588236,138,4.0588235294117645,0.369235,0.357167,2,673.0,3,AL,Payton Tolle,801139,35466,35466
BOS,Red Sox,4,4,0,60,0,13,,60,251,55,29,27,7,56,20,,2,3.99138,1.24583,8.38241,2.93452,2.85649,1.07896,0.222182,0.0777816,0.1444004401564598,,0.240164,0.287884,0.708521,3.91745,312.9,5.215,307,5.116666666666666,0.367409,0.318723,0,999.0,3,AL,Justin Slaten,686580,25648,25648
MIN,Twins,3,4,0,61,4,11,,61,259,60,29,27,6,51,19,,3,3.99943,1.3087,7.48978,2.83076,2.64585,0.859157,0.195202,0.0737766,0.12142559885978699,,0.25523,0.302847,0.702672,3.81595,321.6000000000001,5.272131147540985,327,5.360655737704918,0.364864,0.273932,0,999.0,8,AL,Justin Topa,623437,15145,15145
CHW,White Sox,3,3,0,65,1,12,,65,279,59,31,29,7,62,27,,3,3.96284,1.33925,8.63431,3.80571,2.26878,0.970974,0.223121,0.0983441,0.12477671355009079,,0.239492,0.293028,0.724321,4.03905,328.5,5.053846153846154,321,4.938461538461539,0.360004,0.2659,0,999.0,4,AL,Sean Newcomb,656794,16943,16943
ARI,Diamondbacks,4,4,0,58,2,11,,58,244,52,28,25,6,59,20,,3,3.94819,1.25821,9.20209,3.18234,2.89162,0.909717,0.2428,0.0839671,0.15883338451385498,,0.237242,0.298766,0.69972,3.59835,323.20000000000005,5.572413793103449,315,5.431034482758621,0.354348,0.222895,0,556.52001953125,15,NL,Kevin Ginkel,656464,19876,19876
TOR,Blue Jays,3,3,0,53,3,13,,53,220,44,24,22,7,58,19,,3,3.77502,1.19175,9.88025,3.2761,3.01586,1.18433,0.264442,0.0876839,0.1767585128545761,,0.221455,0.277534,0.730338,3.8912,308.70000000000005,5.824528301886794,291,5.490566037735849,0.354002,0.405884,0,999.0,14,AL,Yimi García,554340,12095,12095
WSN,Nationals,2,3,0,62,15,9,,62,266,51,29,27,7,70,32,,3,3.94509,1.34513,10.1584,4.70568,2.15875,1.00783,0.262623,0.121655,0.14096824824810028,,0.220246,0.284943,0.730985,4.02654,386.0999999999999,6.227419354838708,365,5.887096774193548,0.353934,0.609332,0,307.1400146484375,24,NL,Clayton Beeter,690925,27494,27494
MIA,Marlins,3,3,0,59,0,12,,59,246,49,27,25,7,71,23,,3,3.80237,1.22713,10.8157,3.51951,3.07307,1.10023,0.287505,0.0935562,0.19394834339618683,,0.223187,0.294715,0.727196,3.62237,335.1,5.679661016949153,316,5.3559322033898304,0.353782,0.354653,0,999.0,20,NL,Andrew Nardi,677053,25942,25942
SDP,Padres,5,7,19,25,0,1,,108,472,119,68,62,18,80,39,,4,5.20163,1.45908,6.65885,3.24276,2.05345,1.49727,0.169081,0.0823397,0.08674084395170212,,0.27601,0.303254,0.677608,5.00294,303.4000000000001,2.8092592592592602,341,3.1574074074074074,0.353381,-0.2142,7,743.3200073242188,29,NL,Germán Márquez,608566,15038,15038
BAL,Orioles,3,4,0,60,1,13,,60,255,56,28,26,6,56,22,,3,3.857,1.31136,8.36975,3.32824,2.51477,0.922018,0.218126,0.0867379,0.13138789683580399,,0.244461,0.297648,0.723961,3.84273,318.6,5.3100000000000005,316,5.266666666666667,0.35192,0.25924,0,999.0,2,AL,Yennier Cano,666974,25911,25911
SFG,Giants,3,3,8,20,0,1,,54,234,54,29,26,7,43,20,,2,4.38569,1.36926,7.18198,3.33472,2.1537,1.18664,0.184757,0.085786,0.09897106885910034,,0.255514,0.29101,0.708709,4.4845,197.1,3.65,203,3.759259259259259,0.351619,0.279868,3,999.0,30,NL,Carson Whisenhunt,687931,31676,31676
LAA,Angels,2,2,0,47,14,7,,47,198,39,21,19,5,51,20,,3,3.69576,1.25997,9.86283,3.93265,2.50793,0.965557,0.259037,0.103287,0.15574999153614044,,0.220467,0.28291,0.733142,3.83073,315.9,6.721276595744681,301,6.404255319148936,0.348694,0.441795,0,738.6500244140625,1,AL,Ben Joyce,690829,31461,31461
SFG,Giants,4,3,0,61,2,13,,61,263,51,26,24,5,65,32,,3,3.54183,1.36224,9.68181,4.78383,2.02386,0.79926,0.248989,0.123027,0.12596240639686584,,0.221878,0.287624,0.754888,3.86769,344.30000000000007,5.644262295081968,327,5.360655737704918,0.348545,0.826708,0,999.0,30,NL,Erik Miller,669062,26252,26252
SEA,Mariners,4,3,0,66,1,14,,66,274,56,30,28,8,67,22,,3,3.73277,1.18209,9.121,3.02734,3.01288,1.12116,0.245298,0.0814165,0.1638813614845276,,0.225182,0.275489,0.725694,3.85498,364.4000000000001,5.521212121212122,346,5.242424242424242,0.339071,0.198243,0,999.0,11,AL,Eduard Bazardo,660825,20997,20997
COL,Rockies,4,9,19,43,0,1,,115,515,120,75,69,20,101,52,,7,5.41257,1.49555,7.8678,4.07204,1.93215,1.58069,0.195894,0.101387,0.09450739622116089,,0.26387,0.298791,0.673668,5.19849,322.0,2.8,344,2.991304347826087,0.339059,0.476417,6,743.4400024414062,19,NL,Chase Dollander,801403,33482,33482
ATL,Braves,4,3,0,62,0,13,,62,261,54,31,28,8,65,25,,2,4.14732,1.27839,9.51659,3.66796,2.59452,1.14911,0.25052,0.0965572,0.15396253019571304,,0.230818,0.287182,0.707055,4.02408,321.0,5.17741935483871,307,4.951612903225806,0.33813,0.192635,0,999.0,16,NL,Tyler Kinley,641755,18297,18297
CIN,Reds,3,3,0,69,4,13,,69,295,61,34,32,10,72,30,,4,4.1488,1.32823,9.39704,3.99495,2.35223,1.27813,0.242919,0.103272,0.13964688032865524,,0.23307,0.284614,0.732389,4.40468,343.0,4.971014492753623,329,4.768115942028985,0.337862,0.609109,0,718.1199951171875,18,NL,Tony Santillan,663574,19926,19926
DET,Tigers,3,3,3,38,0,1,,55,230,51,26,24,7,49,17,,1,3.91189,1.24448,8.08427,2.85414,2.83247,1.21295,0.215064,0.0759283,0.13913612812757492,,0.241883,0.282977,0.731227,4.11901,236.29999999999998,4.296363636363636,232,4.218181818181818,0.329954,0.317341,1,743.22998046875,6,AL,Troy Melton,675512,31807,31807
CHC,Cubs,3,3,2,53,0,7,,61,251,53,28,25,7,67,20,,2,3.78348,1.19536,9.97407,2.90736,3.43063,1.0458,0.267456,0.0779613,0.1894950568675995,,0.230437,0.295235,0.71505,3.50352,323.50000000000006,5.303278688524591,310,5.081967213114754,0.329751,0.291048,1,733.6500244140625,17,NL,Ben Brown,676962,23590,23590
LAA,Angels,2,3,6,20,0,1,,49,215,48,27,25,7,46,22,,2,4.60696,1.42332,8.41568,4.083,2.06115,1.21227,0.213453,0.10356,0.109892837703228,,0.249932,0.297149,0.702107,4.51925,175.7,3.5857142857142854,178,3.63265306122449,0.329298,0.145539,2,999.0,1,AL,George Klassen,691946,sa3023440,sa3023440
TOR,Blue Jays,2,3,0,57,0,12,,57,239,53,26,24,6,54,17,,3,3.77554,1.24065,8.46432,2.76546,3.06073,0.979066,0.223908,0.073155,0.15075262635946274,,0.242853,0.295117,0.720968,3.73918,306.19999999999993,5.371929824561402,303,5.315789473684211,0.32448,0.252192,0,999.0,14,AL,Tommy Nance,667297,19178,19178
KCR,Royals,4,4,0,61,23,5,,61,257,56,31,28,8,55,21,,3,4.17511,1.26368,8.15292,3.13752,2.59852,1.24749,0.214808,0.0826654,0.13214246183633804,,0.23923,0.279244,0.710005,4.30159,380.4000000000001,6.236065573770493,374,6.131147540983607,0.32159,0.244151,0,120.08999633789062,7,AL,Carlos Estévez,608032,14542,14542
STL,Cardinals,3,3,0,62,13,10,,62,267,54,28,26,6,62,28,,5,3.76744,1.32476,9.09412,4.0124,2.26651,0.835829,0.234081,0.103278,0.13080290704965591,,0.231932,0.292619,0.727986,3.90268,374.6,6.041935483870968,362,5.838709677419355,0.319763,0.668737,0,264.0400085449219,28,NL,Riley O'Brien,676617,20348,20348
NYM,Mets,3,3,0,61,1,14,,61,254,53,28,25,8,60,20,,4,3.7546,1.19594,8.80069,2.97009,2.9631,1.14002,0.234508,0.0791427,0.15536510944366455,,0.229328,0.27673,0.728924,4.00779,324.2000000000001,5.314754098360657,310,5.081967213114754,0.317619,0.331649,0,999.0,25,NL,Brooks Raley,548384,10061,10061
ATH,Athletics,4,5,6,48,0,1,,80,348,76,44,40,10,73,36,,4,4.5381,1.40762,8.26493,4.09205,2.01975,1.15197,0.209993,0.10397,0.10602313280105591,,0.246689,0.292886,0.699709,4.49298,301.4,3.7674999999999996,300,3.75,0.315675,0.223003,2,999.0,10,AL,Luis Medina,665622,21649,21649
NYM,Mets,2,2,3,13,0,1,,26,110,22,12,11,3,29,11,,1,3.79014,1.26582,10.0396,3.84318,2.61233,0.978331,0.264933,0.101417,0.1635168120265007,,0.223752,0.289196,0.725618,3.70251,124.3,4.780769230769231,117,4.5,0.305571,0.311698,1,722.8099975585938,25,NL,Jonah Tong,804636,32157,32157
ATH,Athletics,3,3,0,61,6,13,,61,266,53,32,29,7,64,32,,4,4.29686,1.39321,9.53938,4.75773,2.00502,1.04151,0.242679,0.121036,0.12164371460676193,,0.229051,0.288138,0.710093,4.29883,329.50000000000006,5.401639344262296,316,5.180327868852459,0.301658,0.0529605,0,999.0,10,AL,Scott Barlow,605130,14993,14993
NYY,Yankees,4,3,2,54,0,10,,62,262,61,33,30,8,52,20,,2,4.44469,1.31236,7.62451,2.89271,2.63576,1.20942,0.198824,0.0754334,0.12339109927415848,,0.254027,0.293405,0.689862,4.26755,279.79999999999995,4.5129032258064505,284,4.580645161290323,0.298112,-0.0184507,1,999.0,9,AL,Paul Blackburn,621112,14739,14739
MIL,Brewers,3,3,3,42,0,1,,58,248,52,29,27,7,59,24,,2,4.14642,1.2993,9.16261,3.6961,2.47899,1.11816,0.239623,0.0966614,0.14296171069145203,,0.233932,0.287759,0.709569,4.06412,251.90000000000003,4.343103448275863,243,4.189655172413793,0.29475,0.166881,1,999.0,23,NL,Shane Drohan,675660,sa3014447,sa3014447
DET,Tigers,3,3,0,54,0,9,,54,228,50,24,22,5,49,17,,4,3.64141,1.2352,8.10706,2.85426,2.84034,0.832431,0.213444,0.0751473,0.13829635828733444,,0.239824,0.291228,0.719372,3.71252,279.1,5.1685185185185185,276,5.111111111111111,0.291386,0.262062,0,999.0,6,AL,Brant Hurter,676428,30133,30133
ATL,Braves,3,5,5,41,0,1,,58,251,58,32,30,8,56,20,,4,4.58328,1.33052,8.58025,3.03046,2.83134,1.28965,0.221645,0.0782827,0.1433619260787964,,0.254572,0.302978,0.687652,4.28376,224.00000000000006,3.8620689655172424,230,3.9655172413793105,0.290174,0.130581,2,600.4400024414062,16,NL,Didier Fuentes,800311,30661,30661
DET,Tigers,3,4,5,32,0,1,,61,261,61,33,30,9,51,21,,2,4.49325,1.35309,7.5838,3.15931,2.40046,1.31716,0.195975,0.0816404,0.11433418095111847,,0.256146,0.292744,0.705826,4.51552,219.1000000000001,3.5918032786885266,225,3.6885245901639343,0.289868,0.180673,2,999.0,6,AL,Keider Montero,672456,22630,22630
CLE,Guardians,3,3,0,61,0,14,,61,264,48,28,26,7,73,34,,3,3.74653,1.33886,10.7386,5.02047,2.13897,0.982488,0.277389,0.129683,0.1477055847644806,,0.211603,0.281271,0.747352,3.99927,331.50000000000006,5.4344262295081975,305,5.0,0.28924,0.32039,0,999.0,5,AL,Erik Sabrowski,681870,24978,24978
BOS,Red Sox,4,4,0,64,1,17,,64,272,61,32,29,8,57,22,,3,4.13395,1.30673,7.99348,3.12262,2.55986,1.09291,0.208472,0.0814388,0.12703320384025574,,0.248017,0.293106,0.71034,4.10921,328.6,5.134375,328,5.125,0.288478,0.296125,0,999.0,3,AL,Greg Weissert,669711,20375,20375
MIA,Marlins,3,4,0,63,5,11,,63,271,59,31,28,7,62,26,,3,4.05923,1.35232,8.88041,3.77405,2.35302,1.00205,0.228959,0.0973042,0.13165459781885147,,0.242824,0.299415,0.720529,4.01117,332.70000000000005,5.280952380952382,330,5.238095238095238,0.287228,0.413611,0,999.0,20,NL,Calvin Faucher,676534,20116,20116
TBR,Rays,3,2,0,60,1,12,,60,252,57,30,27,8,55,18,,3,4.11908,1.24834,8.28096,2.68458,3.08464,1.17868,0.218971,0.0709877,0.1479836329817772,,0.246125,0.291597,0.705047,4.02314,297.40000000000003,4.956666666666667,296,4.933333333333334,0.284125,0.0828106,0,999.0,12,AL,Mason Englert,669438,22288,22288
LAD,Dodgers,2,1,3,15,0,1,,32,135,32,17,16,4,28,10,,1,4.49229,1.31524,7.84286,2.80344,2.79758,1.22668,0.204611,0.0731386,0.1314724013209343,,0.256467,0.298501,0.687191,4.19977,131.40000000000003,4.106250000000001,135,4.21875,0.281827,0.151213,1,999.0,22,NL,Gavin Stone,694813,27792,27792
MIL,Brewers,3,3,0,59,0,11,,59,248,55,26,24,6,55,20,,3,3.7186,1.26594,8.332,3.00051,2.77686,0.934894,0.219435,0.0790227,0.14041200280189514,,0.242691,0.294598,0.728983,3.7631,304.8,5.1661016949152545,302,5.11864406779661,0.280714,0.390873,0,999.0,23,NL,Angel Zerpa,672582,22717,22717
CHW,White Sox,2,3,8,8,0,0,,40,173,40,23,21,6,31,15,,1,4.76493,1.35393,6.89056,3.29315,2.09239,1.41068,0.178255,0.0851921,0.0930631011724472,,0.253467,0.279359,0.68617,4.83268,132.2,3.3049999999999997,136,3.4,0.280478,0.168946,3,999.0,4,AL,Drew Thorpe,689672,31967,31967
TOR,Blue Jays,4,4,3,50,0,4,,66,279,63,34,31,10,63,22,,2,4.23635,1.27228,8.62245,2.94614,2.92669,1.42511,0.227305,0.0776663,0.14963915944099426,,0.245123,0.287228,0.724012,4.35718,271.6000000000001,4.115151515151516,270,4.090909090909091,0.276171,0.138549,1,720.5399780273438,14,AL,Eric Lauer,641778,19316,19316
COL,Rockies,2,4,6,28,0,1,,57,248,66,37,34,11,42,14,,2,5.39781,1.41577,6.70558,2.22823,3.00937,1.70454,0.171005,0.0568243,0.11418116465210915,,0.286448,0.311349,0.66387,4.94343,154.9,2.717543859649123,182,3.192982456140351,0.274304,0.14184,2,999.0,19,NL,Tanner Gordon,685299,27669,27669
KCR,Royals,2,2,8,24,0,1,,57,246,55,32,29,8,48,23,,2,4.63704,1.37572,7.66747,3.648,2.10183,1.29148,0.197092,0.0937719,0.10332052409648895,,0.250074,0.28662,0.694309,4.62323,205.39999999999998,3.603508771929824,206,3.6140350877192984,0.272587,0.261169,3,999.0,7,AL,Ryan Bergert,686701,29863,29863
PIT,Pirates,3,4,0,60,5,11,,60,257,54,30,28,7,56,26,,3,4.21679,1.33733,8.47699,3.97098,2.13473,1.07875,0.219033,0.102604,0.11642855405807495,,0.23544,0.282852,0.708028,4.29186,311.5,5.191666666666666,303,5.05,0.272574,0.349499,0,999.0,27,NL,Isaac Mattson,676755,20385,20385
CLE,Guardians,3,3,0,59,3,12,,59,243,52,27,25,8,57,18,,3,3.8123,1.19235,8.73856,2.76093,3.16508,1.28892,0.233953,0.073917,0.1600361466407776,,0.233319,0.276857,0.73794,4.11884,317.00000000000006,5.372881355932204,305,5.169491525423729,0.272289,0.474512,0,999.0,5,AL,Hunter Gaddis,683769,25636,25636
BOS,Red Sox,3,2,0,54,0,10,,54,227,48,25,23,6,52,20,,2,3.77556,1.25633,8.71502,3.28314,2.65447,1.04932,0.230604,0.0868737,0.1437300741672516,,0.23452,0.285262,0.732176,3.90693,279.0,5.166666666666667,270,5.0,0.271127,0.257978,0,999.0,3,AL,Danny Coulombe,543056,13293,13293
HOU,Astros,3,3,0,59,0,12,,59,243,49,28,26,9,65,21,,3,3.96667,1.19123,10.0188,3.22358,3.10797,1.34897,0.268143,0.086276,0.18186728656291962,,0.22256,0.275474,0.725668,4.08262,304.5,5.161016949152542,284,4.813559322033898,0.26956,0.170899,0,999.0,21,AL,Steven Okert,595345,13580,13580
MIA,Marlins,3,3,0,60,1,12,,60,255,55,28,26,6,56,23,,3,3.88023,1.2895,8.42987,3.40384,2.47657,0.929029,0.220322,0.0889623,0.13135945051908493,,0.238479,0.290525,0.71693,3.89375,314.2,5.236666666666666,309,5.15,0.26918,0.414199,0,999.0,20,NL,Anthony Bender,669622,19742,19742
TEX,Rangers,3,2,0,64,1,13,,64,266,61,31,28,9,55,16,,3,4.00959,1.20649,7.80818,2.31343,3.37515,1.22934,0.2084,0.0617453,0.14665454998612404,,0.246005,0.284683,0.711384,4.08647,314.30000000000007,4.910937500000001,313,4.890625,0.264723,0.158796,0,999.0,13,AL,Jakob Junis,596001,13619,13619
ARI,Diamondbacks,3,3,0,61,14,9,,61,255,56,33,30,9,61,20,,3,4.4697,1.24088,9.02609,2.90673,3.10524,1.35579,0.23906,0.0769861,0.16207435727119446,,0.239793,0.286895,0.680655,4.18949,354.10000000000014,5.804918032786888,347,5.688524590163935,0.264218,-0.0319512,0,389.9100036621094,15,NL,Paul Sewald,623149,13892,13892
NYY,Yankees,2,2,3,17,0,1,,29,122,26,14,13,4,29,10,,2,3.88688,1.23039,8.84888,3.10203,2.85261,1.1833,0.234509,0.0822087,0.15230044722557068,,0.233348,0.281326,0.727273,4.06863,123.80000000000004,4.268965517241381,119,4.103448275862069,0.262613,0.241153,1,999.0,9,AL,Clarke Schmidt,657376,19899,19899
BAL,Orioles,4,4,3,56,0,7,,72,296,66,37,34,12,66,18,,2,4.27728,1.17379,8.18937,2.2901,3.57599,1.50605,0.221387,0.0619093,0.1594778075814247,,0.240078,0.273249,0.699522,4.33306,313.6,4.355555555555556,304,4.222222222222222,0.258829,0.107143,1,748.469970703125,2,AL,Tyler Wells,669330,20000,20000
TOR,Blue Jays,3,2,0,53,0,10,,53,229,44,23,21,4,57,28,,2,3.56314,1.3719,9.63627,4.80076,2.00724,0.72385,0.24766,0.123383,0.12427627295255661,,0.223685,0.291855,0.747691,3.76365,292.6,5.520754716981132,277,5.226415094339623,0.258401,0.283284,0,748.52001953125,14,AL,Brendon Little,663893,21574,21574
LAD,Dodgers,4,4,0,53,0,11,,53,226,47,25,23,6,58,22,,3,3.92131,1.29503,9.78524,3.70217,2.64311,1.0894,0.255533,0.096679,0.15885388106107712,,0.232934,0.294979,0.729802,3.91766,281.20000000000005,5.305660377358492,272,5.132075471698113,0.25227,0.184944,0,999.0,22,NL,Blake Treinen,595014,12572,12572
CIN,Reds,3,3,0,61,1,13,,61,258,59,31,29,8,56,20,,2,4.21777,1.29498,8.21749,2.95581,2.78011,1.22113,0.215188,0.0774026,0.13778521865606308,,0.249334,0.293822,0.710922,4.17239,302.60000000000014,4.96065573770492,304,4.983606557377049,0.251708,0.271812,0,999.0,18,NL,Brock Burke,656271,17968,17968
KCR,Royals,3,3,0,63,1,13,,63,267,58,31,29,8,58,23,,3,4.09115,1.29433,8.30871,3.26907,2.54161,1.11167,0.217136,0.0854324,0.13170348852872849,,0.242405,0.289002,0.713598,4.1262,312.00000000000006,4.952380952380953,306,4.857142857142857,0.250948,0.244709,0,999.0,7,AL,John Schreiber,670167,20020,20020
MIA,Marlins,1,1,5,5,0,0,,25,111,23,13,12,3,26,14,,1,4.22412,1.42993,9.07998,4.8058,1.88938,1.06437,0.230051,0.12176,0.1082909107208252,,0.235408,0.290312,0.727459,4.39339,95.3,3.812,93,3.72,0.24919,0.288473,2,999.0,20,NL,Thomas White,806258,sa3023268,sa3023268
BAL,Orioles,3,3,0,61,0,13,,61,260,61,31,28,8,56,20,,2,4.18977,1.32121,8.33158,2.93713,2.83664,1.17082,0.216824,0.0764369,0.14038703590631485,,0.254775,0.30353,0.715662,4.0688,292.4000000000001,4.793442622950821,299,4.901639344262295,0.248223,-0.0163615,0,999.0,2,AL,Dietrich Enns,608650,13932,13932
LAA,Angels,3,5,11,29,0,1,,78,348,86,47,43,10,48,30,,5,5.01849,1.49352,5.57272,3.50816,1.5885,1.18509,0.138452,0.0871588,0.05129322409629822,,0.274988,0.297914,0.677849,4.98408,225.60000000000005,2.892307692307693,255,3.269230769230769,0.247399,-0.0153998,4,999.0,1,AL,Jack Kochanowicz,686799,27688,27688
BAL,Orioles,3,3,0,57,2,14,,57,240,51,28,25,8,57,21,,2,4.02061,1.27072,9.08839,3.32708,2.73165,1.20991,0.239724,0.0877581,0.15196603536605835,,0.23643,0.287466,0.725294,4.0673,301.79999999999995,5.294736842105262,292,5.12280701754386,0.244111,0.133042,0,999.0,2,AL,Keegan Akin,669211,19362,19362
ATL,Braves,4,3,3,48,0,4,,64,273,62,32,30,8,60,22,,2,4.16061,1.30882,8.46738,3.10142,2.73016,1.15838,0.221011,0.0809514,0.14005915820598602,,0.248881,0.297897,0.714435,4.07476,278.00000000000006,4.343750000000001,280,4.375,0.238734,0.216008,1,999.0,16,NL,José Suarez,660761,19911,19911
TBR,Rays,1,1,3,3,0,0,,18,76,16,9,8,2,18,7,,1,4.202,1.2594,9.00499,3.37913,2.66489,1.24586,0.236871,0.0888859,0.14798517525196075,,0.232988,0.2808,0.705624,4.22393,79.00000000000003,4.38888888888889,76,4.222222222222222,0.234686,0.216512,2,999.0,12,AL,Ty Johnson,694494,sa3023410,sa3023410
CHW,White Sox,2,3,6,20,0,1,,46,203,46,26,24,6,40,21,,3,4.70359,1.45857,7.75773,4.18816,1.8523,1.24062,0.194766,0.105148,0.08961775153875351,,0.254462,0.294611,0.703631,4.77057,159.00000000000003,3.4565217391304355,164,3.5652173913043477,0.231728,0.139082,2,999.0,4,AL,Tanner McDougal,701780,sa3017471,sa3017471
CIN,Reds,4,4,0,60,1,12,,60,254,55,30,28,9,65,24,,2,4.17948,1.3055,9.75537,3.53309,2.76115,1.30854,0.254995,0.0923512,0.1626438871026039,,0.238805,0.295936,0.726651,4.14094,295.3,4.921666666666667,288,4.8,0.229681,0.237606,0,999.0,18,NL,Pierce Johnson,572955,13435,13435
PIT,Pirates,2,3,0,59,2,12,,59,253,53,28,26,7,63,26,,2,3.98105,1.34156,9.64423,3.97506,2.42619,1.04545,0.249604,0.102879,0.1467246264219284,,0.236199,0.298889,0.730115,3.95179,312.7,5.3,304,5.1525423728813555,0.228785,0.375328,0,748.4400024414062,27,NL,Mason Montgomery,682254,29770,29770
